init1,init2,init3,init4,init5,init6,init7,init8,init9,init10,init11,init12,init13,init14,init15,init16,fin1,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11,fin12,fin13,fin14,fin15,fin16,fvalues,iters
0.5946164692,0.4303060306,-0.4610269548,0.4195234499,0.9856267325,-0.4138040431,0.621023258,-0.4828577473,0.8010715681,-0.1558743092,-0.1121291223,-0.3109838489,-0.5840735211,-0.7930897311,0.08351476874,-0.4984933601,0.6318943402,0.405846176,-0.4483340751,0.4108742513,0.9856265296,-0.4230131387,0.6348479503,-0.4814410103,0.8071937696,-0.1567602124,-0.1121289122,-0.310983825,-0.591226508,-0.905118587,0.08351482326,-0.4892842671,-1.021460615,51
0.6318943402,0.405846176,-0.4483340751,0.4108742513,0.9856265296,-0.4230131387,0.6348479503,-0.4814410103,0.8071937696,-0.1567602124,-0.1121289122,-0.310983825,-0.591226508,-0.905118587,0.08351482326,-0.4892842671,0.6898172356,0.5233789884,-0.542669752,0.4498150442,0.9856264041,-0.4526414107,0.6436063706,-0.4862719117,0.8076297036,0.3417877598,-0.1121289834,-0.3109834724,1.400014995,-0.904894148,0.08351483955,-0.5189127555,-1.024826348,66
0.2715555843,-0.4737622107,-0.3042352697,-0.2050062648,-0.006380856353,-0.3047366511,-0.4065440784,0.42653789,-0.2199638663,0.1896211282,-0.7642617114,0.2617634374,-0.9851329848,-0.03968028817,0.6842171727,0.1636144371,0.2715555843,0.5262377893,-0.3042352697,-0.2050062648,-0.006380856353,-0.3047366511,-0.4065440784,0.42653789,-1.219963866,0.1896211282,-0.7642617114,0.2617634374,-0.9851329848,-0.03968028817,0.6842171727,0.1636144371,-1.010063719,71
0.2715555843,0.5262377893,-0.3042352697,-0.2050062648,-0.006380856353,-0.3047366511,-0.4065440784,0.42653789,-1.219963866,0.1896211282,-0.7642617114,0.2617634374,-0.9851329848,-0.03968028817,0.6842171727,0.1636144371,0.4622717594,0.618770989,-0.4916751351,0.8019422791,-0.006383031024,-0.3003690922,-0.451588352,0.4271616493,-1.244073722,0.189603453,-0.7642622683,0.2617636554,-1.030177452,-0.06144990657,0.6842171009,0.1592467967,-1.020930801,51
0.4622717594,0.618770989,-0.4916751351,0.8019422791,-0.006383031024,-0.3003690922,-0.451588352,0.4271616493,-1.244073722,0.189603453,-0.7642622683,0.2617636554,-1.030177452,-0.06144990657,0.6842171009,0.1592467967,0.4558159122,0.6251654522,-0.4879465261,0.803716478,-0.006383138345,-0.2999133429,-0.4608816363,-0.5732150301,-1.244065198,0.1896803062,-0.7642622184,0.2617637363,-1.167471481,-0.07318726857,0.6842170907,0.1587910136,-1.024016945,53
-0.3463196071,0.3669398639,0.48104527,-0.401063499,-0.8130605382,0.1989177517,-0.4036235063,-0.2524495869,-0.6909474298,-0.3335401037,0.6420111668,-0.4165378511,0.06257423737,0.04255493162,0.8398100684,-0.3060155128,0.1323650399,-0.4220948735,0.8216123506,-0.04755002312,-0.8130608609,-0.03405016362,-0.6983809585,0.2616686425,-0.68404549,-0.4266964064,0.6420123268,-0.4165388012,0.3573305207,-0.002385640986,0.8398107428,-0.07304783033,-0.976312354,51
0.1323650399,-0.4220948735,0.8216123506,-0.04755002312,-0.8130608609,-0.03405016362,-0.6983809585,0.2616686425,-0.68404549,-0.4266964064,0.6420123268,-0.4165388012,0.3573305207,-0.002385640986,0.8398107428,-0.07304783033,0.1323650399,-0.4220948735,0.8216123506,-0.04755002312,-0.8130608609,-0.03405016362,1.301619042,0.2616686425,-0.68404549,-0.4266964064,0.6420123268,-0.4165388012,0.3573305207,-0.002385640986,1.839810743,-0.07304783033,-1.014946067,52
0.1323650399,-0.4220948735,0.8216123506,-0.04755002312,-0.8130608609,-0.03405016362,1.301619042,0.2616686425,-0.68404549,-0.4266964064,0.6420123268,-0.4165388012,0.3573305207,-0.002385640986,1.839810743,-0.07304783033,0.1323650399,-0.4220948735,0.8216123506,-0.04755002312,-0.8130608609,-0.03405016362,1.301619042,0.2616686425,-0.68404549,-0.4266964064,0.6420123268,0.5834611988,0.8573305207,-0.002385640986,1.839810743,-0.07304783033,-1.020591127,81
-0.376826499,0.2888075616,-0.2499671532,-0.2466313608,0.9562534544,0.04601364974,0.3406016375,0.2394980006,-0.4148612687,-0.2088923222,0.7166243424,0.3226083057,0.9007123663,-0.2011814755,-0.2620439236,0.3755177697,0.623173501,0.2888075616,-0.2499671532,-0.2466313608,0.9562534544,0.04601364974,0.3406016375,0.2394980006,-0.4148612687,-0.2088923222,0.7166243424,0.3226083057,0.9007123663,-0.2011814755,-0.2620439236,0.3755177697,-1.012507711,51
0.623173501,0.2888075616,-0.2499671532,-0.2466313608,0.9562534544,0.04601364974,0.3406016375,0.2394980006,-0.4148612687,-0.2088923222,0.7166243424,0.3226083057,0.9007123663,-0.2011814755,-0.2620439236,0.3755177697,0.623173501,0.2888075616,-0.2499671532,-0.2466313608,-0.04374654561,0.04601364974,0.3406016375,0.2394980006,1.585138731,-0.2088923222,0.7166243424,0.3226083057,0.9007123663,-0.2011814755,-0.2620439236,0.3755177697,-1.020328893,52
0.623173501,0.2888075616,-0.2499671532,-0.2466313608,-0.04374654561,0.04601364974,0.3406016375,0.2394980006,1.585138731,-0.2088923222,0.7166243424,0.3226083057,0.9007123663,-0.2011814755,-0.2620439236,0.3755177697,0.623173501,0.2888075616,-0.2499671532,-0.2466313608,-0.04374654561,0.04601364974,0.3406016375,0.2394980006,-0.4148612687,-0.2088923222,0.7166243424,0.3226083057,0.9007123663,-0.2011814755,-0.2620439236,0.3755177697,-1.026276325,53
-0.2370278572,0.1201757277,-0.3316614346,0.2955710145,-0.9726018253,0.1028374045,-0.454298464,-0.4969398489,0.7003665594,0.2867882538,0.6752970725,-0.07215100965,0.2924552694,-0.4636337429,-0.9454852495,-0.3208796771,-0.1629918611,-0.452207347,0.2283427318,-0.7529880221,-0.9726030255,0.01236366525,1.256101796,-0.4831125415,0.7246572207,0.6564882331,0.6752988561,-0.07215151332,-1.417945025,-0.4624632728,-0.9454869899,0.169833574,-1.021679161,51
-0.1629918611,-0.452207347,0.2283427318,-0.7529880221,-0.9726030255,0.01236366525,1.256101796,-0.4831125415,0.7246572207,0.6564882331,0.6752988561,-0.07215151332,-1.417945025,-0.4624632728,-0.9454869899,0.169833574,-0.1722854895,-0.5021967282,0.2738543771,-0.7722481009,-0.9726028717,0.02520441192,1.356120811,-0.4869682427,-1.275700956,0.658275799,0.6752988253,-0.07215148834,-1.517964029,-0.5110985182,-0.9454870168,0.1826743241,-1.022670741,67
-0.1722854895,-0.5021967282,0.2738543771,-0.7722481009,-0.9726028717,0.02520441192,1.356120811,-0.4869682427,-1.275700956,0.658275799,0.6752988253,-0.07215148834,-1.517964029,-0.5110985182,-0.9454870168,0.1826743241,0.07771451051,-0.5021967282,0.2738543771,-0.7722481009,1.027397128,0.02520441192,1.356120811,-0.4869682427,-1.275700956,0.658275799,0.6752988253,-0.07215148834,-1.517964029,-0.5110985182,-0.9454870168,0.1826743241,-1.027594638,77
-0.04485816902,0.4407113277,-0.4417168746,0.2798778792,-0.2373072055,0.00693777591,-0.3988131623,-0.09258733498,-0.9335196912,0.4067850021,0.8465216155,0.1772206673,-0.6141855781,0.04416027701,-0.3708711755,-0.08503477662,0.02120782496,1,-1,0.3211914934,-0.2373718547,0.3862820272,-0.6175878685,-0.1571235485,-0.8337009525,-0.7301151359,0.846574523,0.1772248125,-0.8330404859,0.08915345058,-0.3708491181,-0.4643206062,-1.021665769,53
0.02120782496,1,-1,0.3211914934,-0.2373718547,0.3862820272,-0.6175878685,-0.1571235485,-0.8337009525,-0.7301151359,0.846574523,0.1772248125,-0.8330404859,0.08915345058,-0.3708491181,-0.4643206062,0.02120782496,1,-1,0.3211914934,-0.2373718547,-0.1137179728,-0.6175878685,0.8428764515,-0.8337009525,-0.7301151359,0.846574523,-0.07277518748,-0.8330404859,0.08915345058,-0.3708491181,-0.4643206062,-1.026154239,80
0.02120782496,1,-1,0.3211914934,-0.2373718547,-0.1137179728,-0.6175878685,0.8428764515,-0.8337009525,-0.7301151359,0.846574523,-0.07277518748,-0.8330404859,0.08915345058,-0.3708491181,-0.4643206062,0.02120782496,1,-1,0.3211914934,0.2626281453,-0.1137179728,-0.6175878685,0.8428764515,1.166299048,-0.7301151359,0.846574523,-0.07277518748,-0.8330404859,0.08915345058,-0.3708491181,-0.4643206062,-1.026598407,79
0.3184899671,0.06609561629,0.1978252886,0.3099654961,0.02395527303,-0.05070590029,0.4049336239,0.1169555411,0.9897828737,-0.3207954578,-0.1741729938,-0.1831361574,0.3259168802,0.3560841378,0.5596367576,-0.1064076931,0.3184899671,0.06609561629,-0.8021747114,0.3099654961,0.02395527303,-0.05070590029,0.4049336239,0.1169555411,0.9897828737,-0.3207954578,-0.1741729938,-0.1831361574,0.3259168802,0.3560841378,0.5596367576,-0.1064076931,-1.020345965,70
0.3184899671,0.06609561629,-0.8021747114,0.3099654961,0.02395527303,-0.05070590029,0.4049336239,0.1169555411,0.9897828737,-0.3207954578,-0.1741729938,-0.1831361574,0.3259168802,0.3560841378,0.5596367576,-0.1064076931,0.3195871544,0.1302378589,-0.8680225257,0.3109194601,0.02395527525,0.4475824891,0.4109754714,0.117846611,-1.006050431,-0.3221054762,-0.1741729075,-0.1831360977,0.3319584545,0.3582111139,0.5596367445,-0.1081192145,-1.021194821,70
0.3195871544,0.1302378589,-0.8680225257,0.3109194601,0.02395527525,0.4475824891,0.4109754714,0.117846611,-1.006050431,-0.3221054762,-0.1741729075,-0.1831360977,0.3319584545,0.3582111139,0.5596367445,-0.1081192145,0.3195871544,0.1302378589,-0.8680225257,0.3109194601,0.02395527525,0.4475824891,0.4109754714,-0.882153389,-1.006050431,-0.3221054762,-0.1741729075,-0.1831360977,0.3319584545,0.3582111139,0.5596367445,-0.1081192145,-1.021196725,51
